Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,Result by Reviewer A,Result by Reviewer B,Result by Reviewer C,Result by Reviewer X,accepts,lifecycle:transition,rejects
32,invite additional reviewer,Mike,2006-10-19 01:00:00.000,2006-10-23 01:00:00.000,Variant 29,29,Simulated process instance,,,,,,complete,
32,get review X,Sara,2006-10-25 01:00:00.000,2006-10-25 01:00:00.000,Variant 29,29,Simulated process instance,,,,accept,,complete,
32,decide,Wil,2007-03-11 00:00:00.000,2007-03-14 00:00:00.000,Variant 29,29,Simulated process instance,,,,,2,complete,1
32,invite additional reviewer,Anne,2007-03-21 00:00:00.000,2007-03-22 00:00:00.000,Variant 29,29,Simulated process instance,,,,,,complete,
32,time-out X,__INVALID__,2007-03-24 00:00:00.000,2007-03-24 00:00:00.000,Variant 29,29,Simulated process instance,,,,,,complete,
32,decide,Wil,2008-02-24 00:00:00.000,2008-02-26 00:00:00.000,Variant 29,29,Simulated process instance,,,,,2,complete,1
32,invite additional reviewer,Anne,2008-02-26 00:00:00.000,2008-02-29 00:00:00.000,Variant 29,29,Simulated process instance,,,,,,complete,
32,get review X,Pete,2008-03-05 00:00:00.000,2008-03-05 00:00:00.000,Variant 29,29,Simulated process instance,,,,accept,,complete,
32,decide,Wil,2008-09-21 01:00:00.000,2008-09-23 01:00:00.000,Variant 29,29,Simulated process instance,,,,,3,complete,1
32,accept,Anne,2008-09-23 01:00:00.000,2008-09-23 01:00:00.000,Variant 29,29,Simulated process instance,,,,,,complete,
33,invite reviewers,Anne,2006-05-10 01:00:00.000,2006-05-13 01:00:00.000,Variant 30,30,Simulated process instance,,,,,,complete,
33,get review 2,Carol,2006-05-13 01:00:00.000,2006-05-13 01:00:00.000,Variant 30,30,Simulated process instance,,reject,,,,complete,
33,get review 3,Mary,2006-05-16 01:00:00.000,2006-05-16 01:00:00.000,Variant 30,30,Simulated process instance,,,reject,,,complete,
33,time-out 1,__INVALID__,2006-05-20 01:00:00.000,2006-05-20 01:00:00.000,Variant 30,30,Simulated process instance,,,,,,complete,
33,collect reviews,Mike,2006-05-25 01:00:00.000,2006-05-29 01:00:00.000,Variant 30,30,Simulated process instance,,,,,,complete,
33,decide,Wil,2006-05-30 01:00:00.000,2006-06-02 01:00:00.000,Variant 30,30,Simulated process instance,,,,,0,complete,2
33,invite additional reviewer,Anne,2006-06-04 01:00:00.000,2006-06-07 01:00:00.000,Variant 30,30,Simulated process instance,,,,,,complete,
33,get review X,Pam,2006-06-07 01:00:00.000,2006-06-07 01:00:00.000,Variant 30,30,Simulated process instance,,,,reject,,complete,
33,decide,Wil,2006-06-08 01:00:00.000,2006-06-12 01:00:00.000,Variant 30,30,Simulated process instance,,,,,0,complete,3
33,reject,Mike,2006-06-15 01:00:00.000,2006-06-20 01:00:00.000,Variant 30,30,Simulated process instance,,,,,,complete,
34,invite reviewers,Anne,2006-05-15 01:00:00.000,2006-05-17 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out 1,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out 2,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out 3,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,collect reviews,Anne,2006-05-23 01:00:00.000,2006-05-25 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,decide,Wil,2006-09-24 01:00:00.000,2006-09-25 01:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,0
34,invite additional reviewer,Anne,2006-11-02 00:00:00.000,2006-11-07 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out X,__INVALID__,2006-11-17 00:00:00.000,2006-11-17 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,decide,Wil,2007-02-15 00:00:00.000,2007-02-20 00:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,0
34,invite additional reviewer,Mike,2007-03-21 00:00:00.000,2007-03-24 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out X,__INVALID__,2007-03-28 01:00:00.000,2007-03-28 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,decide,Wil,2008-05-08 01:00:00.000,2008-05-11 01:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,0
34,invite additional reviewer,Anne,2008-05-11 01:00:00.000,2008-05-12 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out X,__INVALID__,2008-05-12 01:00:00.000,2008-05-12 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,decide,Wil,2009-08-14 01:00:00.000,2009-08-16 01:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,0
34,invite additional reviewer,Mike,2009-08-16 01:00:00.000,2009-08-16 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,time-out X,__INVALID__,2009-08-23 01:00:00.000,2009-08-23 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,decide,Wil,2009-10-10 01:00:00.000,2009-10-10 01:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,0
34,invite additional reviewer,Anne,2009-10-15 01:00:00.000,2009-10-17 01:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,get review X,Mary,2009-10-17 01:00:00.000,2009-10-17 01:00:00.000,Variant 31,31,Simulated process instance,,,,reject,,complete,
34,decide,Wil,2009-11-01 00:00:00.000,2009-11-06 00:00:00.000,Variant 31,31,Simulated process instance,,,,,1,complete,1
34,invite additional reviewer,Anne,2009-11-06 00:00:00.000,2009-11-11 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,get review X,Sara,2009-11-16 00:00:00.000,2009-11-16 00:00:00.000,Variant 31,31,Simulated process instance,,,,accept,,complete,
34,decide,Wil,2010-01-03 00:00:00.000,2010-01-08 00:00:00.000,Variant 31,31,Simulated process instance,,,,,2,complete,1
34,invite additional reviewer,Mike,2010-01-08 00:00:00.000,2010-01-10 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,get review X,John,2010-01-14 00:00:00.000,2010-01-14 00:00:00.000,Variant 31,31,Simulated process instance,,,,accept,,complete,
34,decide,Wil,2010-02-11 00:00:00.000,2010-02-14 00:00:00.000,Variant 31,31,Simulated process instance,,,,,3,complete,1
34,invite additional reviewer,Anne,2010-02-14 00:00:00.000,2010-02-18 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
34,get review X,Mary,2010-02-19 00:00:00.000,2010-02-19 00:00:00.000,Variant 31,31,Simulated process instance,,,,accept,,complete,
34,decide,Wil,2010-03-03 00:00:00.000,2010-03-03 00:00:00.000,Variant 31,31,Simulated process instance,,,,,4,complete,1
34,accept,Anne,2010-03-03 00:00:00.000,2010-03-07 00:00:00.000,Variant 31,31,Simulated process instance,,,,,,complete,
35,invite reviewers,Anne,2006-05-20 01:00:00.000,2006-05-22 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,get review 3,Carol,2006-05-24 01:00:00.000,2006-05-24 01:00:00.000,Variant 32,32,Simulated process instance,,,reject,,,complete,
35,get review 2,Sara,2006-05-26 01:00:00.000,2006-05-26 01:00:00.000,Variant 32,32,Simulated process instance,,accept,,,,complete,
35,time-out 1,__INVALID__,2006-05-27 01:00:00.000,2006-05-27 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,collect reviews,Mike,2006-05-29 01:00:00.000,2006-05-31 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,decide,Wil,2006-07-07 01:00:00.000,2006-07-11 01:00:00.000,Variant 32,32,Simulated process instance,,,,,1,complete,1
35,invite additional reviewer,Anne,2006-09-02 01:00:00.000,2006-09-06 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,get review X,Mary,2006-09-08 01:00:00.000,2006-09-08 01:00:00.000,Variant 32,32,Simulated process instance,,,,accept,,complete,
35,decide,Wil,2006-09-11 01:00:00.000,2006-09-16 01:00:00.000,Variant 32,32,Simulated process instance,,,,,2,complete,1
35,invite additional reviewer,Mike,2006-09-30 01:00:00.000,2006-09-30 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,get review X,Sam,2006-10-01 01:00:00.000,2006-10-01 01:00:00.000,Variant 32,32,Simulated process instance,,,,reject,,complete,
35,decide,Wil,2006-10-14 01:00:00.000,2006-10-17 01:00:00.000,Variant 32,32,Simulated process instance,,,,,2,complete,2
35,invite additional reviewer,Mike,2007-04-08 01:00:00.000,2007-04-12 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,get review X,Carol,2007-04-12 01:00:00.000,2007-04-12 01:00:00.000,Variant 32,32,Simulated process instance,,,,accept,,complete,
35,decide,Wil,2008-08-29 01:00:00.000,2008-09-03 01:00:00.000,Variant 32,32,Simulated process instance,,,,,3,complete,2
35,invite additional reviewer,Mike,2008-09-03 01:00:00.000,2008-09-04 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,time-out X,__INVALID__,2008-09-06 01:00:00.000,2008-09-06 01:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,decide,Wil,2009-01-16 00:00:00.000,2009-01-21 00:00:00.000,Variant 32,32,Simulated process instance,,,,,3,complete,2
35,invite additional reviewer,Anne,2009-01-21 00:00:00.000,2009-01-25 00:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,time-out X,__INVALID__,2009-01-29 00:00:00.000,2009-01-29 00:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
35,decide,Wil,2009-02-04 00:00:00.000,2009-02-05 00:00:00.000,Variant 32,32,Simulated process instance,,,,,3,complete,2
35,accept,Mike,2009-02-05 00:00:00.000,2009-02-10 00:00:00.000,Variant 32,32,Simulated process instance,,,,,,complete,
36,invite reviewers,Mike,2006-05-23 01:00:00.000,2006-05-25 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out 3,__INVALID__,2006-05-29 01:00:00.000,2006-05-29 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out 1,__INVALID__,2006-05-29 01:00:00.000,2006-05-29 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out 2,__INVALID__,2006-05-31 01:00:00.000,2006-05-31 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,collect reviews,Mike,2006-06-02 01:00:00.000,2006-06-07 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2006-08-09 01:00:00.000,2006-08-13 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,0
36,invite additional reviewer,Mike,2007-01-04 00:00:00.000,2007-01-07 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2007-01-16 00:00:00.000,2007-01-16 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2008-01-13 00:00:00.000,2008-01-14 00:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,0
36,invite additional reviewer,Mike,2008-01-16 00:00:00.000,2008-01-17 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2008-01-23 00:00:00.000,2008-01-23 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2008-06-01 01:00:00.000,2008-06-03 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,0
36,invite additional reviewer,Mike,2008-06-03 01:00:00.000,2008-06-05 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2008-06-10 01:00:00.000,2008-06-10 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2008-08-15 01:00:00.000,2008-08-18 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,0
36,invite additional reviewer,Anne,2008-08-18 01:00:00.000,2008-08-21 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,get review X,Sam,2008-08-23 01:00:00.000,2008-08-23 01:00:00.000,Variant 33,33,Simulated process instance,,,,reject,,complete,
36,decide,Wil,2009-02-12 00:00:00.000,2009-02-16 00:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,1
36,invite additional reviewer,Mike,2009-02-16 00:00:00.000,2009-02-21 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2009-02-22 00:00:00.000,2009-02-22 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2009-02-24 00:00:00.000,2009-02-28 00:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,1
36,invite additional reviewer,Anne,2009-02-28 00:00:00.000,2009-03-01 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2009-03-03 00:00:00.000,2009-03-03 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2009-04-13 01:00:00.000,2009-04-16 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,1
36,invite additional reviewer,Mike,2009-04-16 01:00:00.000,2009-04-21 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,get review X,Pam,2009-04-23 01:00:00.000,2009-04-23 01:00:00.000,Variant 33,33,Simulated process instance,,,,reject,,complete,
36,decide,Wil,2009-12-14 00:00:00.000,2009-12-16 00:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,2
36,invite additional reviewer,Mike,2009-12-16 00:00:00.000,2009-12-18 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2010-01-01 00:00:00.000,2010-01-01 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2010-02-26 00:00:00.000,2010-03-01 00:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,2
36,invite additional reviewer,Mike,2010-03-01 00:00:00.000,2010-03-02 00:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,get review X,Pam,2010-03-06 00:00:00.000,2010-03-06 00:00:00.000,Variant 33,33,Simulated process instance,,,,reject,,complete,
36,decide,Wil,2010-04-12 01:00:00.000,2010-04-17 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,3
36,invite additional reviewer,Anne,2010-04-17 01:00:00.000,2010-04-18 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,time-out X,__INVALID__,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
36,decide,Wil,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,Simulated process instance,,,,,1,complete,3
36,reject,Mike,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,Simulated process instance,,,,,,complete,
37,invite reviewers,Mike,2006-05-31 01:00:00.000,2006-06-02 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out 3,__INVALID__,2006-06-02 01:00:00.000,2006-06-02 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out 2,__INVALID__,2006-06-07 01:00:00.000,2006-06-07 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out 1,__INVALID__,2006-06-08 01:00:00.000,2006-06-08 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,collect reviews,Mike,2006-06-08 01:00:00.000,2006-06-13 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,decide,Wil,2006-06-18 01:00:00.000,2006-06-18 01:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,1
37,invite additional reviewer,Anne,2006-06-22 01:00:00.000,2006-06-23 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out X,__INVALID__,2006-06-26 01:00:00.000,2006-06-26 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,decide,Wil,2006-07-01 01:00:00.000,2006-07-01 01:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,1
37,invite additional reviewer,Mike,2006-07-07 01:00:00.000,2006-07-09 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,get review X,Mary,2006-07-13 01:00:00.000,2006-07-13 01:00:00.000,Variant 34,34,Simulated process instance,,,,reject,,complete,
37,decide,Wil,2007-02-28 00:00:00.000,2007-03-01 00:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,2
37,invite additional reviewer,Mike,2007-03-01 00:00:00.000,2007-03-02 00:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out X,__INVALID__,2007-03-06 00:00:00.000,2007-03-06 00:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,decide,Wil,2007-05-31 01:00:00.000,2007-06-01 01:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,2
37,invite additional reviewer,Mike,2007-06-01 01:00:00.000,2007-06-06 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,get review X,Pam,2007-06-06 01:00:00.000,2007-06-06 01:00:00.000,Variant 34,34,Simulated process instance,,,,reject,,complete,
37,decide,Wil,2007-10-22 01:00:00.000,2007-10-26 01:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,3
37,invite additional reviewer,Mike,2007-10-26 01:00:00.000,2007-10-28 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,time-out X,__INVALID__,2007-10-31 00:00:00.000,2007-10-31 00:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,decide,Wil,2008-09-24 01:00:00.000,2008-09-25 01:00:00.000,Variant 34,34,Simulated process instance,,,,,0,complete,3
37,invite additional reviewer,Anne,2008-09-25 01:00:00.000,2008-09-30 01:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
37,get review X,John,2008-10-01 01:00:00.000,2008-10-01 01:00:00.000,Variant 34,34,Simulated process instance,,,,accept,,complete,
37,decide,Wil,2009-01-22 00:00:00.000,2009-01-25 00:00:00.000,Variant 34,34,Simulated process instance,,,,,1,complete,3
37,reject,Mike,2009-01-25 00:00:00.000,2009-01-30 00:00:00.000,Variant 34,34,Simulated process instance,,,,,,complete,
38,invite reviewers,Anne,2006-06-01 01:00:00.000,2006-06-04 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,time-out 1,__INVALID__,2006-06-05 01:00:00.000,2006-06-05 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,get review 3,Carol,2006-06-08 01:00:00.000,2006-06-08 01:00:00.000,Variant 35,35,Simulated process instance,,,accept,,,complete,
38,time-out 2,__INVALID__,2006-06-08 01:00:00.000,2006-06-08 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,collect reviews,Anne,2006-06-10 01:00:00.000,2006-06-14 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,decide,Wil,2006-07-07 01:00:00.000,2006-07-07 01:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,0
38,invite additional reviewer,Mike,2006-08-22 01:00:00.000,2006-08-27 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,get review X,Pam,2006-08-30 01:00:00.000,2006-08-30 01:00:00.000,Variant 35,35,Simulated process instance,,,,reject,,complete,
38,decide,Wil,2006-09-08 01:00:00.000,2006-09-11 01:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,1
38,invite additional reviewer,Anne,2006-12-09 00:00:00.000,2006-12-10 00:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,time-out X,__INVALID__,2006-12-19 00:00:00.000,2006-12-19 00:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,decide,Wil,2007-09-04 01:00:00.000,2007-09-06 01:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,1
38,invite additional reviewer,Mike,2007-09-06 01:00:00.000,2007-09-09 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,time-out X,__INVALID__,2007-09-11 01:00:00.000,2007-09-11 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,decide,Wil,2007-10-09 01:00:00.000,2007-10-12 01:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,1
38,invite additional reviewer,Mike,2007-10-12 01:00:00.000,2007-10-14 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,get review X,John,2007-10-18 01:00:00.000,2007-10-18 01:00:00.000,Variant 35,35,Simulated process instance,,,,reject,,complete,
38,decide,Wil,2007-12-19 00:00:00.000,2007-12-24 00:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,2
38,invite additional reviewer,Mike,2007-12-24 00:00:00.000,2008-01-01 00:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,time-out X,__INVALID__,2008-01-01 00:00:00.000,2008-01-01 00:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,decide,Wil,2008-02-21 00:00:00.000,2008-02-21 00:00:00.000,Variant 35,35,Simulated process instance,,,,,2,complete,2
38,invite additional reviewer,Mike,2008-02-21 00:00:00.000,2008-02-23 00:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,get review X,Carol,2008-02-27 00:00:00.000,2008-02-27 00:00:00.000,Variant 35,35,Simulated process instance,,,,accept,,complete,
38,decide,Wil,2008-07-01 01:00:00.000,2008-07-05 01:00:00.000,Variant 35,35,Simulated process instance,,,,,3,complete,2
38,invite additional reviewer,Mike,2008-07-05 01:00:00.000,2008-07-06 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,time-out X,__INVALID__,2008-07-07 01:00:00.000,2008-07-07 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
38,decide,Wil,2009-04-16 01:00:00.000,2009-04-20 01:00:00.000,Variant 35,35,Simulated process instance,,,,,3,complete,2
38,accept,Anne,2009-04-20 01:00:00.000,2009-04-20 01:00:00.000,Variant 35,35,Simulated process instance,,,,,,complete,
39,invite reviewers,Mike,2006-06-08 01:00:00.000,2006-06-08 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,get review 2,Carol,2006-06-12 01:00:00.000,2006-06-12 01:00:00.000,Variant 36,36,Simulated process instance,,reject,,,,complete,
39,get review 3,Mary,2006-06-12 01:00:00.000,2006-06-12 01:00:00.000,Variant 36,36,Simulated process instance,,,accept,,,complete,
39,time-out 1,__INVALID__,2006-06-14 01:00:00.000,2006-06-14 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,collect reviews,Anne,2006-06-14 01:00:00.000,2006-06-18 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2006-06-25 01:00:00.000,2006-06-29 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Mike,2006-08-16 01:00:00.000,2006-08-20 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2006-08-20 01:00:00.000,2006-08-20 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2007-01-28 00:00:00.000,2007-02-02 00:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Mike,2007-02-07 00:00:00.000,2007-02-09 00:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2007-02-19 00:00:00.000,2007-02-19 00:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2007-05-20 01:00:00.000,2007-05-21 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Mike,2007-05-21 01:00:00.000,2007-05-24 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2007-05-28 01:00:00.000,2007-05-28 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2008-05-11 01:00:00.000,2008-05-14 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Anne,2008-05-14 01:00:00.000,2008-05-17 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2008-05-26 01:00:00.000,2008-05-26 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2008-06-24 01:00:00.000,2008-06-25 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Mike,2008-06-25 01:00:00.000,2008-06-27 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2008-07-03 01:00:00.000,2008-07-03 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2008-10-21 01:00:00.000,2008-10-24 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Anne,2008-10-24 01:00:00.000,2008-10-29 00:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2008-11-05 00:00:00.000,2008-11-05 00:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2009-02-01 00:00:00.000,2009-02-04 00:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,1
39,invite additional reviewer,Anne,2009-02-04 00:00:00.000,2009-02-08 00:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,get review X,Sam,2009-02-10 00:00:00.000,2009-02-10 00:00:00.000,Variant 36,36,Simulated process instance,,,,reject,,complete,
39,decide,Wil,2009-03-25 00:00:00.000,2009-03-29 00:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,2
39,invite additional reviewer,Anne,2009-03-29 00:00:00.000,2009-04-01 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,time-out X,__INVALID__,2009-04-04 01:00:00.000,2009-04-04 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,decide,Wil,2009-06-01 01:00:00.000,2009-06-05 01:00:00.000,Variant 36,36,Simulated process instance,,,,,1,complete,2
39,invite additional reviewer,Anne,2009-06-05 01:00:00.000,2009-06-10 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,get review X,Mary,2009-06-10 01:00:00.000,2009-06-10 01:00:00.000,Variant 36,36,Simulated process instance,,,,accept,,complete,
39,decide,Wil,2009-06-18 01:00:00.000,2009-06-18 01:00:00.000,Variant 36,36,Simulated process instance,,,,,2,complete,2
39,invite additional reviewer,Anne,2009-06-21 01:00:00.000,2009-06-23 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,get review X,Sam,2009-06-27 01:00:00.000,2009-06-27 01:00:00.000,Variant 36,36,Simulated process instance,,,,reject,,complete,
39,decide,Wil,2009-08-16 01:00:00.000,2009-08-19 01:00:00.000,Variant 36,36,Simulated process instance,,,,,2,complete,3
39,invite additional reviewer,Anne,2009-08-19 01:00:00.000,2009-08-23 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
39,get review X,Pete,2009-08-28 01:00:00.000,2009-08-28 01:00:00.000,Variant 36,36,Simulated process instance,,,,reject,,complete,
39,decide,Wil,2009-10-10 01:00:00.000,2009-10-14 01:00:00.000,Variant 36,36,Simulated process instance,,,,,2,complete,4
39,reject,Anne,2009-10-15 01:00:00.000,2009-10-15 01:00:00.000,Variant 36,36,Simulated process instance,,,,,,complete,
4,invite reviewers,Mike,2006-01-10 00:00:00.000,2006-01-14 00:00:00.000,Variant 37,37,Simulated process instance,,,,,,complete,
