Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) description,call centre,duration,lifecycle:transition,location,outcome
1268,close claim,Claims handler,1970-01-01 05:22:57.000,1970-01-01 05:23:47.000,Variant 9,9,Simulated process instance,,,complete,,
1268,end,Claims handler,1970-01-01 05:23:47.000,1970-01-01 05:23:47.000,Variant 9,9,Simulated process instance,,5212,complete,,processed
1269,incoming claim,customer,1970-01-01 03:44:21.000,1970-01-01 03:44:21.000,Variant 10,10,Simulated process instance,Sydney,,complete,,
1269,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:44:45.000,1970-01-01 03:44:53.000,Variant 10,10,Simulated process instance,,,complete,Sydney,
1269,S register claim,Call Centre Agent Sydney,1970-01-01 03:44:53.000,1970-01-01 04:01:00.000,Variant 10,10,Simulated process instance,,,complete,,
1269,determine likelihood of claim,Claims handler,1970-01-01 07:08:01.000,1970-01-01 07:08:11.000,Variant 10,10,Simulated process instance,,,complete,,
1269,end,Claims handler,1970-01-01 07:08:11.000,1970-01-01 07:08:11.000,Variant 10,10,Simulated process instance,,12230,complete,,not liable
127,incoming claim,customer,1970-01-01 01:15:08.000,1970-01-01 01:15:08.000,Variant 10,10,Simulated process instance,Sydney,,complete,,
127,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 01:26:39.000,1970-01-01 01:27:34.000,Variant 10,10,Simulated process instance,,,complete,Sydney,
127,S register claim,Call Centre Agent Sydney,1970-01-01 01:27:34.000,1970-01-01 01:29:02.000,Variant 10,10,Simulated process instance,,,complete,,
127,determine likelihood of claim,Claims handler,1970-01-01 10:25:43.000,1970-01-01 10:25:51.000,Variant 10,10,Simulated process instance,,,complete,,
127,end,Claims handler,1970-01-01 10:25:51.000,1970-01-01 10:25:51.000,Variant 10,10,Simulated process instance,,33043,complete,,not liable
1270,incoming claim,customer,1970-01-01 03:56:55.000,1970-01-01 03:56:55.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
1270,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:26:05.000,1970-01-01 04:26:38.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
1270,B register claim,Call Centre Agent Brisbane,1970-01-01 04:26:38.000,1970-01-01 04:28:04.000,Variant 6,6,Simulated process instance,,,complete,,
1270,determine likelihood of claim,Claims handler,1970-01-01 04:36:04.000,1970-01-01 04:36:23.000,Variant 6,6,Simulated process instance,,,complete,,
1270,end,Claims handler,1970-01-01 04:36:23.000,1970-01-01 04:36:23.000,Variant 6,6,Simulated process instance,,2368,complete,,not liable
1271,incoming claim,customer,1970-01-01 03:44:31.000,1970-01-01 03:44:31.000,Variant 11,11,Simulated process instance,Sydney,,complete,,
1271,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:51.000,1970-01-01 03:46:29.000,Variant 11,11,Simulated process instance,,,complete,Sydney,
1271,S register claim,Call Centre Agent Sydney,1970-01-01 03:46:29.000,1970-01-01 04:00:58.000,Variant 11,11,Simulated process instance,,,complete,,
1271,determine likelihood of claim,Claims handler,1970-01-01 04:11:34.000,1970-01-01 04:11:40.000,Variant 11,11,Simulated process instance,,,complete,,
1271,assess claim,Claims handler,1970-01-01 04:11:40.000,1970-01-01 04:25:48.000,Variant 11,11,Simulated process instance,,,complete,,
1271,end,Claims handler,1970-01-01 04:25:48.000,1970-01-01 04:25:48.000,Variant 11,11,Simulated process instance,,2477,complete,,rejected
1272,incoming claim,customer,1970-01-01 03:57:10.000,1970-01-01 03:57:10.000,Variant 5,5,Simulated process instance,Brisbane,,complete,,
1272,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 06:40:48.000,1970-01-01 06:41:00.000,Variant 5,5,Simulated process instance,,,complete,Brisbane,
1272,B register claim,Call Centre Agent Brisbane,1970-01-01 06:41:00.000,1970-01-01 06:46:56.000,Variant 5,5,Simulated process instance,,,complete,,
1272,determine likelihood of claim,Claims handler,1970-01-01 09:14:19.000,1970-01-01 09:14:46.000,Variant 5,5,Simulated process instance,,,complete,,
1272,assess claim,Claims handler,1970-01-01 09:14:46.000,1970-01-01 09:15:28.000,Variant 5,5,Simulated process instance,,,complete,,
1272,end,Claims handler,1970-01-01 09:15:28.000,1970-01-01 09:15:28.000,Variant 5,5,Simulated process instance,,19098,complete,,rejected
1273,incoming claim,customer,1970-01-01 03:44:39.000,1970-01-01 03:44:39.000,Variant 2,2,Simulated process instance,Sydney,,complete,,
1273,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:21.000,1970-01-01 03:45:38.000,Variant 2,2,Simulated process instance,,,complete,Sydney,
1273,S register claim,Call Centre Agent Sydney,1970-01-01 03:45:38.000,1970-01-01 03:47:33.000,Variant 2,2,Simulated process instance,,,complete,,
1273,determine likelihood of claim,Claims handler,1970-01-01 12:01:05.000,1970-01-01 12:01:33.000,Variant 2,2,Simulated process instance,,,complete,,
1273,assess claim,Claims handler,1970-01-01 12:01:33.000,1970-01-01 12:02:47.000,Variant 2,2,Simulated process instance,,,complete,,
1273,advise claimant on reimbursement,Claims handler,1970-01-01 12:02:47.000,1970-01-01 12:03:35.000,Variant 2,2,Simulated process instance,,,complete,,
1273,initiate payment,Claims handler,1970-01-01 12:03:35.000,1970-01-01 12:04:05.000,Variant 2,2,Simulated process instance,,,complete,,
1273,close claim,Claims handler,1970-01-01 12:04:05.000,1970-01-01 12:04:07.000,Variant 2,2,Simulated process instance,,,complete,,
1273,end,Claims handler,1970-01-01 12:04:07.000,1970-01-01 12:04:07.000,Variant 2,2,Simulated process instance,,29968,complete,,processed
1274,incoming claim,customer,1970-01-01 03:57:33.000,1970-01-01 03:57:33.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
1274,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:10:12.000,1970-01-01 04:10:20.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
1274,B register claim,Call Centre Agent Brisbane,1970-01-01 04:10:20.000,1970-01-01 04:15:46.000,Variant 6,6,Simulated process instance,,,complete,,
1274,determine likelihood of claim,Claims handler,1970-01-01 09:48:52.000,1970-01-01 09:49:22.000,Variant 6,6,Simulated process instance,,,complete,,
1274,end,Claims handler,1970-01-01 09:49:22.000,1970-01-01 09:49:22.000,Variant 6,6,Simulated process instance,,21109,complete,,not liable
1275,incoming claim,customer,1970-01-01 03:44:41.000,1970-01-01 03:44:41.000,Variant 8,8,Simulated process instance,Sydney,,complete,,
1275,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:47:33.000,1970-01-01 03:47:40.000,Variant 8,8,Simulated process instance,,,complete,Sydney,
1275,S register claim,Call Centre Agent Sydney,1970-01-01 03:47:40.000,1970-01-01 04:14:43.000,Variant 8,8,Simulated process instance,,,complete,,
1275,determine likelihood of claim,Claims handler,1970-01-01 04:53:06.000,1970-01-01 04:53:06.000,Variant 8,8,Simulated process instance,,,complete,,
1275,assess claim,Claims handler,1970-01-01 04:53:06.000,1970-01-01 04:55:44.000,Variant 8,8,Simulated process instance,,,complete,,
1275,initiate payment,Claims handler,1970-01-01 04:55:44.000,1970-01-01 05:00:16.000,Variant 8,8,Simulated process instance,,,complete,,
1275,advise claimant on reimbursement,Claims handler,1970-01-01 05:00:16.000,1970-01-01 05:03:32.000,Variant 8,8,Simulated process instance,,,complete,,
1275,close claim,Claims handler,1970-01-01 05:03:32.000,1970-01-01 05:03:39.000,Variant 8,8,Simulated process instance,,,complete,,
1275,end,Claims handler,1970-01-01 05:03:39.000,1970-01-01 05:03:39.000,Variant 8,8,Simulated process instance,,4738,complete,,processed
1276,incoming claim,customer,1970-01-01 03:57:35.000,1970-01-01 03:57:35.000,Variant 12,12,Simulated process instance,Brisbane,,complete,,
1276,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 05:07:25.000,1970-01-01 05:08:19.000,Variant 12,12,Simulated process instance,,,complete,Brisbane,
1276,end,Call Centre Agent Brisbane,1970-01-01 05:08:19.000,1970-01-01 05:08:19.000,Variant 12,12,Simulated process instance,,4244,complete,,B insufficient information
1277,incoming claim,customer,1970-01-01 03:44:49.000,1970-01-01 03:44:49.000,Variant 10,10,Simulated process instance,Sydney,,complete,,
1277,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:52.000,1970-01-01 03:46:18.000,Variant 10,10,Simulated process instance,,,complete,Sydney,
1277,S register claim,Call Centre Agent Sydney,1970-01-01 03:46:18.000,1970-01-01 04:04:11.000,Variant 10,10,Simulated process instance,,,complete,,
1277,determine likelihood of claim,Claims handler,1970-01-01 05:30:05.000,1970-01-01 05:30:47.000,Variant 10,10,Simulated process instance,,,complete,,
1277,end,Claims handler,1970-01-01 05:30:47.000,1970-01-01 05:30:47.000,Variant 10,10,Simulated process instance,,6358,complete,,not liable
1278,incoming claim,customer,1970-01-01 03:57:47.000,1970-01-01 03:57:47.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
1278,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:42:54.000,1970-01-01 04:43:09.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
1278,B register claim,Call Centre Agent Brisbane,1970-01-01 04:43:09.000,1970-01-01 04:57:34.000,Variant 6,6,Simulated process instance,,,complete,,
1278,determine likelihood of claim,Claims handler,1970-01-01 11:09:18.000,1970-01-01 11:09:58.000,Variant 6,6,Simulated process instance,,,complete,,
1278,end,Claims handler,1970-01-01 11:09:58.000,1970-01-01 11:09:58.000,Variant 6,6,Simulated process instance,,25931,complete,,not liable
1279,incoming claim,customer,1970-01-01 03:44:50.000,1970-01-01 03:44:50.000,Variant 4,4,Simulated process instance,Sydney,,complete,,
1279,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:20.000,1970-01-01 03:45:56.000,Variant 4,4,Simulated process instance,,,complete,Sydney,
1279,S register claim,Call Centre Agent Sydney,1970-01-01 03:45:56.000,1970-01-01 03:47:50.000,Variant 4,4,Simulated process instance,,,complete,,
1279,determine likelihood of claim,Claims handler,1970-01-01 07:36:42.000,1970-01-01 07:36:48.000,Variant 4,4,Simulated process instance,,,complete,,
1279,assess claim,Claims handler,1970-01-01 07:36:48.000,1970-01-01 08:13:59.000,Variant 4,4,Simulated process instance,,,complete,,
1279,initiate payment,Claims handler,1970-01-01 08:13:59.000,1970-01-01 08:19:59.000,Variant 4,4,Simulated process instance,,,complete,,
1279,close claim,Claims handler,1970-01-01 08:19:59.000,1970-01-01 08:20:05.000,Variant 4,4,Simulated process instance,,,complete,,
1279,advise claimant on reimbursement,Claims handler,1970-01-01 08:20:05.000,1970-01-01 08:23:37.000,Variant 4,4,Simulated process instance,,,complete,,
1279,end,Claims handler,1970-01-01 08:23:37.000,1970-01-01 08:23:37.000,Variant 4,4,Simulated process instance,,16727,complete,,processed
128,incoming claim,customer,1970-01-01 01:16:10.000,1970-01-01 01:16:10.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
128,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 01:29:23.000,1970-01-01 01:29:27.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
128,B register claim,Call Centre Agent Brisbane,1970-01-01 01:29:27.000,1970-01-01 01:36:02.000,Variant 6,6,Simulated process instance,,,complete,,
128,determine likelihood of claim,Claims handler,1970-01-01 04:11:51.000,1970-01-01 04:12:16.000,Variant 6,6,Simulated process instance,,,complete,,
128,end,Claims handler,1970-01-01 04:12:16.000,1970-01-01 04:12:16.000,Variant 6,6,Simulated process instance,,10566,complete,,not liable
1280,incoming claim,customer,1970-01-01 03:57:49.000,1970-01-01 03:57:49.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
1280,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:00:04.000,1970-01-01 04:01:17.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
1280,B register claim,Call Centre Agent Brisbane,1970-01-01 04:01:17.000,1970-01-01 04:16:52.000,Variant 6,6,Simulated process instance,,,complete,,
1280,determine likelihood of claim,Claims handler,1970-01-01 04:32:41.000,1970-01-01 04:33:14.000,Variant 6,6,Simulated process instance,,,complete,,
1280,end,Claims handler,1970-01-01 04:33:14.000,1970-01-01 04:33:14.000,Variant 6,6,Simulated process instance,,2125,complete,,not liable
1281,incoming claim,customer,1970-01-01 03:44:52.000,1970-01-01 03:44:52.000,Variant 2,2,Simulated process instance,Sydney,,complete,,
1281,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:47.000,1970-01-01 03:45:52.000,Variant 2,2,Simulated process instance,,,complete,Sydney,
1281,S register claim,Call Centre Agent Sydney,1970-01-01 03:45:52.000,1970-01-01 04:00:04.000,Variant 2,2,Simulated process instance,,,complete,,
1281,determine likelihood of claim,Claims handler,1970-01-01 07:00:00.000,1970-01-01 07:00:03.000,Variant 2,2,Simulated process instance,,,complete,,
1281,assess claim,Claims handler,1970-01-01 07:00:03.000,1970-01-01 07:00:41.000,Variant 2,2,Simulated process instance,,,complete,,
1281,advise claimant on reimbursement,Claims handler,1970-01-01 07:00:41.000,1970-01-01 07:02:22.000,Variant 2,2,Simulated process instance,,,complete,,
1281,initiate payment,Claims handler,1970-01-01 07:02:22.000,1970-01-01 07:04:24.000,Variant 2,2,Simulated process instance,,,complete,,
1281,close claim,Claims handler,1970-01-01 07:04:24.000,1970-01-01 07:04:31.000,Variant 2,2,Simulated process instance,,,complete,,
1281,end,Claims handler,1970-01-01 07:04:31.000,1970-01-01 07:04:31.000,Variant 2,2,Simulated process instance,,11979,complete,,processed
1282,incoming claim,customer,1970-01-01 03:57:49.000,1970-01-01 03:57:49.000,Variant 1,1,Simulated process instance,Brisbane,,complete,,
1282,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 06:08:26.000,1970-01-01 06:09:01.000,Variant 1,1,Simulated process instance,,,complete,Brisbane,
1282,B register claim,Call Centre Agent Brisbane,1970-01-01 06:09:01.000,1970-01-01 06:17:31.000,Variant 1,1,Simulated process instance,,,complete,,
1282,determine likelihood of claim,Claims handler,1970-01-01 12:17:50.000,1970-01-01 12:18:22.000,Variant 1,1,Simulated process instance,,,complete,,
1282,assess claim,Claims handler,1970-01-01 12:18:22.000,1970-01-01 12:29:19.000,Variant 1,1,Simulated process instance,,,complete,,
1282,advise claimant on reimbursement,Claims handler,1970-01-01 12:29:19.000,1970-01-01 12:32:16.000,Variant 1,1,Simulated process instance,,,complete,,
1282,initiate payment,Claims handler,1970-01-01 12:32:16.000,1970-01-01 12:32:24.000,Variant 1,1,Simulated process instance,,,complete,,
1282,close claim,Claims handler,1970-01-01 12:32:24.000,1970-01-01 12:33:02.000,Variant 1,1,Simulated process instance,,,complete,,
1282,end,Claims handler,1970-01-01 12:33:02.000,1970-01-01 12:33:02.000,Variant 1,1,Simulated process instance,,30913,complete,,processed
1283,incoming claim,customer,1970-01-01 03:45:00.000,1970-01-01 03:45:00.000,Variant 2,2,Simulated process instance,Sydney,,complete,,
1283,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:45:24.000,1970-01-01 03:48:53.000,Variant 2,2,Simulated process instance,,,complete,Sydney,
1283,S register claim,Call Centre Agent Sydney,1970-01-01 03:48:53.000,1970-01-01 04:00:46.000,Variant 2,2,Simulated process instance,,,complete,,
1283,determine likelihood of claim,Claims handler,1970-01-01 04:05:56.000,1970-01-01 04:06:18.000,Variant 2,2,Simulated process instance,,,complete,,
1283,assess claim,Claims handler,1970-01-01 04:06:18.000,1970-01-01 04:45:36.000,Variant 2,2,Simulated process instance,,,complete,,
1283,advise claimant on reimbursement,Claims handler,1970-01-01 04:45:36.000,1970-01-01 04:46:21.000,Variant 2,2,Simulated process instance,,,complete,,
1283,initiate payment,Claims handler,1970-01-01 04:46:21.000,1970-01-01 04:49:22.000,Variant 2,2,Simulated process instance,,,complete,,
1283,close claim,Claims handler,1970-01-01 04:49:22.000,1970-01-01 04:49:24.000,Variant 2,2,Simulated process instance,,,complete,,
1283,end,Claims handler,1970-01-01 04:49:24.000,1970-01-01 04:49:24.000,Variant 2,2,Simulated process instance,,3864,complete,,processed
1284,incoming claim,customer,1970-01-01 03:58:06.000,1970-01-01 03:58:06.000,Variant 7,7,Simulated process instance,Brisbane,,complete,,
1284,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 05:28:28.000,1970-01-01 05:28:52.000,Variant 7,7,Simulated process instance,,,complete,Brisbane,
1284,B register claim,Call Centre Agent Brisbane,1970-01-01 05:28:52.000,1970-01-01 05:42:59.000,Variant 7,7,Simulated process instance,,,complete,,
1284,determine likelihood of claim,Claims handler,1970-01-01 10:42:17.000,1970-01-01 10:42:23.000,Variant 7,7,Simulated process instance,,,complete,,
1284,assess claim,Claims handler,1970-01-01 10:42:23.000,1970-01-01 10:42:37.000,Variant 7,7,Simulated process instance,,,complete,,
1284,initiate payment,Claims handler,1970-01-01 10:42:37.000,1970-01-01 10:53:26.000,Variant 7,7,Simulated process instance,,,complete,,
1284,close claim,Claims handler,1970-01-01 10:53:26.000,1970-01-01 10:53:48.000,Variant 7,7,Simulated process instance,,,complete,,
1284,advise claimant on reimbursement,Claims handler,1970-01-01 10:53:48.000,1970-01-01 11:05:28.000,Variant 7,7,Simulated process instance,,,complete,,
1284,end,Claims handler,1970-01-01 11:05:28.000,1970-01-01 11:05:28.000,Variant 7,7,Simulated process instance,,25642,complete,,processed
1285,incoming claim,customer,1970-01-01 03:45:12.000,1970-01-01 03:45:12.000,Variant 10,10,Simulated process instance,Sydney,,complete,,
1285,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:46:16.000,1970-01-01 03:48:57.000,Variant 10,10,Simulated process instance,,,complete,Sydney,
1285,S register claim,Call Centre Agent Sydney,1970-01-01 03:48:57.000,1970-01-01 03:50:45.000,Variant 10,10,Simulated process instance,,,complete,,
1285,determine likelihood of claim,Claims handler,1970-01-01 07:30:37.000,1970-01-01 07:31:49.000,Variant 10,10,Simulated process instance,,,complete,,
1285,end,Claims handler,1970-01-01 07:31:49.000,1970-01-01 07:31:49.000,Variant 10,10,Simulated process instance,,13597,complete,,not liable
1286,incoming claim,customer,1970-01-01 03:58:16.000,1970-01-01 03:58:16.000,Variant 6,6,Simulated process instance,Brisbane,,complete,,
1286,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:12:54.000,1970-01-01 04:13:18.000,Variant 6,6,Simulated process instance,,,complete,Brisbane,
1286,B register claim,Call Centre Agent Brisbane,1970-01-01 04:13:18.000,1970-01-01 04:28:04.000,Variant 6,6,Simulated process instance,,,complete,,
1286,determine likelihood of claim,Claims handler,1970-01-01 08:58:05.000,1970-01-01 08:58:27.000,Variant 6,6,Simulated process instance,,,complete,,
1286,end,Claims handler,1970-01-01 08:58:27.000,1970-01-01 08:58:27.000,Variant 6,6,Simulated process instance,,18011,complete,,not liable
1287,incoming claim,customer,1970-01-01 03:45:25.000,1970-01-01 03:45:25.000,Variant 8,8,Simulated process instance,Sydney,,complete,,
1287,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:47:04.000,1970-01-01 03:47:09.000,Variant 8,8,Simulated process instance,,,complete,Sydney,
1287,S register claim,Call Centre Agent Sydney,1970-01-01 03:47:09.000,1970-01-01 03:53:08.000,Variant 8,8,Simulated process instance,,,complete,,
1287,determine likelihood of claim,Claims handler,1970-01-01 06:35:19.000,1970-01-01 06:35:24.000,Variant 8,8,Simulated process instance,,,complete,,
1287,assess claim,Claims handler,1970-01-01 06:35:24.000,1970-01-01 06:52:10.000,Variant 8,8,Simulated process instance,,,complete,,
1287,initiate payment,Claims handler,1970-01-01 06:52:10.000,1970-01-01 06:52:32.000,Variant 8,8,Simulated process instance,,,complete,,
1287,advise claimant on reimbursement,Claims handler,1970-01-01 06:52:32.000,1970-01-01 06:52:39.000,Variant 8,8,Simulated process instance,,,complete,,
1287,close claim,Claims handler,1970-01-01 06:52:39.000,1970-01-01 06:54:14.000,Variant 8,8,Simulated process instance,,,complete,,
1287,end,Claims handler,1970-01-01 06:54:14.000,1970-01-01 06:54:14.000,Variant 8,8,Simulated process instance,,11329,complete,,processed
1288,incoming claim,customer,1970-01-01 03:59:23.000,1970-01-01 03:59:23.000,Variant 7,7,Simulated process instance,Brisbane,,complete,,
1288,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 05:08:20.000,1970-01-01 05:08:33.000,Variant 7,7,Simulated process instance,,,complete,Brisbane,
1288,B register claim,Call Centre Agent Brisbane,1970-01-01 05:08:33.000,1970-01-01 05:14:58.000,Variant 7,7,Simulated process instance,,,complete,,
1288,determine likelihood of claim,Claims handler,1970-01-01 09:33:15.000,1970-01-01 09:33:20.000,Variant 7,7,Simulated process instance,,,complete,,
1288,assess claim,Claims handler,1970-01-01 09:33:20.000,1970-01-01 10:00:59.000,Variant 7,7,Simulated process instance,,,complete,,
1288,initiate payment,Claims handler,1970-01-01 10:00:59.000,1970-01-01 10:03:35.000,Variant 7,7,Simulated process instance,,,complete,,
1288,close claim,Claims handler,1970-01-01 10:03:35.000,1970-01-01 10:04:04.000,Variant 7,7,Simulated process instance,,,complete,,
1288,advise claimant on reimbursement,Claims handler,1970-01-01 10:04:04.000,1970-01-01 10:05:58.000,Variant 7,7,Simulated process instance,,,complete,,
1288,end,Claims handler,1970-01-01 10:05:58.000,1970-01-01 10:05:58.000,Variant 7,7,Simulated process instance,,21995,complete,,processed
1289,incoming claim,customer,1970-01-01 03:45:52.000,1970-01-01 03:45:52.000,Variant 3,3,Simulated process instance,Sydney,,complete,,
1289,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:47:17.000,1970-01-01 03:47:49.000,Variant 3,3,Simulated process instance,,,complete,Sydney,
1289,end,Call Centre Agent Sydney,1970-01-01 03:47:49.000,1970-01-01 03:47:49.000,Variant 3,3,Simulated process instance,,117,complete,,S insufficient information
129,incoming claim,customer,1970-01-01 01:15:17.000,1970-01-01 01:15:17.000,Variant 11,11,Simulated process instance,Sydney,,complete,,
129,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 01:58:47.000,1970-01-01 01:59:01.000,Variant 11,11,Simulated process instance,,,complete,Sydney,
129,S register claim,Call Centre Agent Sydney,1970-01-01 01:59:01.000,1970-01-01 02:02:51.000,Variant 11,11,Simulated process instance,,,complete,,
129,determine likelihood of claim,Claims handler,1970-01-01 09:20:00.000,1970-01-01 09:22:06.000,Variant 11,11,Simulated process instance,,,complete,,
129,assess claim,Claims handler,1970-01-01 09:22:06.000,1970-01-01 09:34:37.000,Variant 11,11,Simulated process instance,,,complete,,
129,end,Claims handler,1970-01-01 09:34:37.000,1970-01-01 09:34:37.000,Variant 11,11,Simulated process instance,,29960,complete,,rejected
1290,incoming claim,customer,1970-01-01 04:00:12.000,1970-01-01 04:00:12.000,Variant 7,7,Simulated process instance,Brisbane,,complete,,
1290,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:54:42.000,1970-01-01 04:54:48.000,Variant 7,7,Simulated process instance,,,complete,Brisbane,
1290,B register claim,Call Centre Agent Brisbane,1970-01-01 04:54:48.000,1970-01-01 05:11:01.000,Variant 7,7,Simulated process instance,,,complete,,
1290,determine likelihood of claim,Claims handler,1970-01-01 11:17:38.000,1970-01-01 11:18:07.000,Variant 7,7,Simulated process instance,,,complete,,
1290,assess claim,Claims handler,1970-01-01 11:18:07.000,1970-01-01 11:39:52.000,Variant 7,7,Simulated process instance,,,complete,,
1290,initiate payment,Claims handler,1970-01-01 11:39:52.000,1970-01-01 11:40:52.000,Variant 7,7,Simulated process instance,,,complete,,
1290,close claim,Claims handler,1970-01-01 11:40:52.000,1970-01-01 11:41:24.000,Variant 7,7,Simulated process instance,,,complete,,
1290,advise claimant on reimbursement,Claims handler,1970-01-01 11:41:24.000,1970-01-01 11:45:44.000,Variant 7,7,Simulated process instance,,,complete,,
1290,end,Claims handler,1970-01-01 11:45:44.000,1970-01-01 11:45:44.000,Variant 7,7,Simulated process instance,,27932,complete,,processed
1291,incoming claim,customer,1970-01-01 03:46:10.000,1970-01-01 03:46:10.000,Variant 4,4,Simulated process instance,Sydney,,complete,,
1291,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:47:12.000,1970-01-01 03:47:33.000,Variant 4,4,Simulated process instance,,,complete,Sydney,
1291,S register claim,Call Centre Agent Sydney,1970-01-01 03:47:33.000,1970-01-01 03:52:49.000,Variant 4,4,Simulated process instance,,,complete,,
1291,determine likelihood of claim,Claims handler,1970-01-01 05:50:49.000,1970-01-01 05:50:53.000,Variant 4,4,Simulated process instance,,,complete,,
1291,assess claim,Claims handler,1970-01-01 05:50:53.000,1970-01-01 05:52:24.000,Variant 4,4,Simulated process instance,,,complete,,
1291,initiate payment,Claims handler,1970-01-01 05:52:24.000,1970-01-01 05:53:06.000,Variant 4,4,Simulated process instance,,,complete,,
1291,close claim,Claims handler,1970-01-01 05:53:06.000,1970-01-01 05:54:16.000,Variant 4,4,Simulated process instance,,,complete,,
1291,advise claimant on reimbursement,Claims handler,1970-01-01 05:54:16.000,1970-01-01 05:54:42.000,Variant 4,4,Simulated process instance,,,complete,,
1291,end,Claims handler,1970-01-01 05:54:42.000,1970-01-01 05:54:42.000,Variant 4,4,Simulated process instance,,7712,complete,,processed
1292,incoming claim,customer,1970-01-01 04:00:27.000,1970-01-01 04:00:27.000,Variant 12,12,Simulated process instance,Brisbane,,complete,,
1292,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:07:31.000,1970-01-01 04:08:00.000,Variant 12,12,Simulated process instance,,,complete,Brisbane,
1292,end,Call Centre Agent Brisbane,1970-01-01 04:08:00.000,1970-01-01 04:08:00.000,Variant 12,12,Simulated process instance,,453,complete,,B insufficient information
1293,incoming claim,customer,1970-01-01 03:46:10.000,1970-01-01 03:46:10.000,Variant 11,11,Simulated process instance,Sydney,,complete,,
1293,S check if sufficient information is available,Call Centre Agent Sydney,1970-01-01 03:47:10.000,1970-01-01 03:47:12.000,Variant 11,11,Simulated process instance,,,complete,Sydney,
1293,S register claim,Call Centre Agent Sydney,1970-01-01 03:47:12.000,1970-01-01 03:50:04.000,Variant 11,11,Simulated process instance,,,complete,,
1293,determine likelihood of claim,Claims handler,1970-01-01 03:50:05.000,1970-01-01 03:50:26.000,Variant 11,11,Simulated process instance,,,complete,,
1293,assess claim,Claims handler,1970-01-01 03:50:26.000,1970-01-01 03:50:55.000,Variant 11,11,Simulated process instance,,,complete,,
1293,end,Claims handler,1970-01-01 03:50:55.000,1970-01-01 03:50:55.000,Variant 11,11,Simulated process instance,,285,complete,,rejected
1294,incoming claim,customer,1970-01-01 04:01:05.000,1970-01-01 04:01:05.000,Variant 9,9,Simulated process instance,Brisbane,,complete,,
1294,B check if sufficient information is available,Call Centre Agent Brisbane,1970-01-01 04:07:33.000,1970-01-01 04:07:38.000,Variant 9,9,Simulated process instance,,,complete,Brisbane,
1294,B register claim,Call Centre Agent Brisbane,1970-01-01 04:07:38.000,1970-01-01 04:18:39.000,Variant 9,9,Simulated process instance,,,complete,,
1294,determine likelihood of claim,Claims handler,1970-01-01 05:05:05.000,1970-01-01 05:05:17.000,Variant 9,9,Simulated process instance,,,complete,,
1294,assess claim,Claims handler,1970-01-01 05:05:17.000,1970-01-01 05:05:38.000,Variant 9,9,Simulated process instance,,,complete,,
1294,initiate payment,Claims handler,1970-01-01 05:05:38.000,1970-01-01 05:07:38.000,Variant 9,9,Simulated process instance,,,complete,,
1294,advise claimant on reimbursement,Claims handler,1970-01-01 05:07:38.000,1970-01-01 05:12:20.000,Variant 9,9,Simulated process instance,,,complete,,
1294,close claim,Claims handler,1970-01-01 05:12:20.000,1970-01-01 05:13:30.000,Variant 9,9,Simulated process instance,,,complete,,
